content,score,sentiment_rating,wordCount,review_with_stopwords,wordCount_after_stopwords,review_stemmed
mau tukar voucher yes dok 200rb batas 31 juli 2020 ig rifasofyan,3,Neutral,12,tukar voucher yes dok rb batas  juli  ig rifasofyan,9,tukar voucher ye dok rb bata juli ig rifasofyan
"vocher yesdok rp 200k dapat digunakan hingga 31 agustus 2018 masih hangat, 
klo berminat dm ig saya ya @yonsantiyon",3,Neutral,21,vocher yesdok rp k  agustus  hangat klo berminat dm ig ya  yonsantiyon,12,vocher yesdok rp k agustu hangat klo berminat dm ig ya yonsantiyon
"jangan mau tuker voucher yesdok 200ribu dengan pulsa,karna itu voucher 
boleh di dapat dari shoppe seharga 4000 koin.iris kuping saya kalo saya 
bohong!!!!",3,Neutral,29,tuker voucher yesdok ribu pulsa karna voucher shoppe seharga  koiniris kuping kalo bohong    ,13,tuker voucher yesdok ribu pulsa karna voucher shopp seharga koiniri kupe kalo bohong
"sangat membantu,dan dokter nya ramah",5,Positive,7,membantu dokter nya ramah,4,membantu dokter nya ramah
yang mau isiin pulsa 50 rebu bisa tuker vocher 200 rebu . ig @sellasellii,3,Neutral,15,isiin pulsa  rebu tuker vocher  rebu ig  sellasellii,8,isiin pulsa rebu tuker vocher rebu ig sellasellii
"minat (voucher yesdok seharga 200rb) yang minat agar langsung dm aja ke 
ig:@difa_muetia",5,Positive,18,minat  voucher yesdok seharga rb  minat langsung dm aja ig   difamuetia,11,minat voucher yesdok seharga rb minat langsung dm aja ig difamuetia
"ada voucher yesdok200 ribu tukar 10 ribu pulsa ajha minat 
ig:wildannakzbersole",5,Positive,13,voucher yesdok ribu tukar  ribu pulsa ajha minat ig  wildannakzbersole,10,voucher yesdok ribu tukar ribu pulsa ajha minat ig wildannakzbersol
sya jg pny vocer yesdok 200rbu ada yg mau tukr sma vocer sya,4,Positive,13,sya jg pny vocer yesdok rbu tukr sma vocer sya,10,sya jg pni vocer yesdok rbu tukr sma vocer sya
"sya ada voc 200rb ada yg mw tuker plsa 25rb gak..klw ada dm di ig sy @siti 
umi atiyah",4,Positive,22,sya voc rb mw tuker plsa rb gak  klw dm ig sy  siti umi atiyah,15,sya voc rb mw tuker plsa rb gak klw dm ig sy siti umi atiyah
sangat bermanfaat,5,Positive,2,bermanfaat,1,bermanfaat
"dari bawah sampe atas isinya komen jual voucher yesdok 200rb, nih yaa gua 
kasih tau semua vouchernya itu sama buat pengguna baru,kode vouchernya 
""spe230"".. coba aja kalo kaga percaya login trus pake akun baru trus 
masukin kode ""spe230"" pasti bisa langsung dapet voucher 200rb",5,Positive,52,sampe isinya komen jual voucher yesdok rb yaa gua kasih tau vouchernya pengguna kode vouchernya  spe   coba aja kalo kaga percaya login trus pake akun trus masukin kode  spe  langsung dapet voucher rb,33,samp isinya komen jual voucher yesdok rb yaa gua kasih tau vouchernya pengguna kode vouchernya spe coba aja kalo kaga percaya login tru pake akun tru masukin kode spe langsung dapet voucher rb
terima kasih dok...,5,Positive,4,terima kasih dok ,3,terima kasih dok
"saya ada vocer 200k silahkan dm ig : ciutha klo mau barter pulsa 20k 
saja... ga muluk2",4,Positive,18,vocer k silahkan dm ig  ciutha klo barter pulsa k  ga muluk,12,vocer k silahkan dm ig ciutha klo barter pulsa k ga muluk
"pertolongan pertama yang sangat memebantu, so good.",5,Positive,9,pertolongan memebantu so good,4,pertolongan memebantu so good
sangat membantu bila tengah malam ada keluarga yang sakit,5,Positive,9,membantu malam keluarga sakit,4,membantu malam keluarga sakit
aku punya voucher 200rb ada yg mau tuker sama pulsa 50rb..dm ig ku enny_0711,3,Neutral,16,voucher rb tuker pulsa rb  dm ig ku enny,9,voucher rb tuker pulsa rb dm ig ku enni
saya suka sekali,5,Positive,3,suka,1,suka
saya punya voucher 200k nih siapa yg mau barter sama pulsa,3,Neutral,11,voucher k barter pulsa,4,voucher k barter pulsa
"saya punya voucher yesdok sebesar 200k sampe 31 agustus bisa di tuker pulsa 
50k atau barang lainnya hubungi ig @nylnaaa yaterima kasih..",5,Positive,24,voucher yesdok k sampe  agustus tuker pulsa k barang hubungi ig  nylnaaa yaterima kasih ,14,voucher yesdok k samp agustu tuker pulsa k barang hubungi ig nylnaaa yaterima kasih
"saya punya vocer 200rbu dari shope, jika mau silakan hubungu saya di ig 
@vq_vikis",4,Positive,16,vocer rbu shope silakan hubungu ig  vqvikis,7,vocer rbu shope silakan hubungu ig vqviki
"ada yg mau voucher yesdok 200rb, diskon 15% airy, diskon 50rb airpaz, dan 
diskon 100rb guavapass, semua voucher/diskon bisa dituker pulsa aja 50rb 
langsung ke ig saya @metasunarya15, terimakasih..",3,Neutral,37,voucher yesdok rb diskon   airy diskon rb airpaz diskon rb guavapass voucherdiskon dituker pulsa aja rb langsung ig  metasunarya terimakasih ,20,voucher yesdok rb diskon airi diskon rb airpaz diskon rb guavapass voucherdiskon dituk pulsa aja rb langsung ig metasunarya terimakasih
sangat membantu,5,Positive,2,membantu,1,membantu
gagasan yg bagus dan konsultasinya,4,Positive,5,gagasan bagus konsultasinya,3,gagasan bagu konsultasinya
saya punya voucher 200rb yg mau tukeran monggo chat ig sya @siti-yulaila,5,Positive,13,voucher rb tukeran monggo chat ig sya  sitiyulaila,8,voucher rb tukeran monggo chat ig sya sitiyulaila
sama sekali gam bisa digunain.  call jg video sama aja.,1,Negative,12,gam digunain call jg video aja,6,gam digunain call jg video aja
"saya pengguna baru kbetulan dpat voucher 200k lewat shoope.untuk apa ya 
.soal.a blm ngerti.trimakasi",4,Positive,14,pengguna kbetulan dpat voucher k shoopeuntuk ya soala blm ngertitrimakasi,10,pengguna kbetulan dpat voucher k shoopeuntuk ya soala blm ngertitrimakasi
"saya punya voucher yesdok 200rb. yg mau barter bisa dm ig saya @oenni__ 
batas sampai 31 agustus 2018",5,Positive,20,voucher yesdok rb barter dm ig  oenni batas  agustus ,9,voucher yesdok rb barter dm ig oenni bata agustu
punya voucher yesdok 200k . yg mau sok . dm @risdaamalia047,4,Positive,12,voucher yesdok k sok dm  risdaamalia,6,voucher yesdok k sok dm risdaamalia
mantap ,5,Positive,1,mantap,1,mantap
"saya punya voucher yesdok 200rb (sampe 31 agustus) diskon 15% pesan kamar 
airy sama voucher guavapass 100rb (30sep). boleh barter pulsa 100rb. dm ke 
ig zlfisna",5,Positive,33,voucher yesdok rb  sampe  agustus  diskon   pesan kamar airy voucher guavapass rb  sep  barter pulsa rb dm ig zlfisna,19,voucher yesdok rb samp agustu diskon pesan kamar airi voucher guavapass rb sep barter pulsa rb dm ig zlfisna
"saya malas login .... silahkan yg mau kode voucher saya (spe230), berlaku 
hingga 31 agustus 2018",4,Positive,19,malas login  silahkan kode voucher  spe  berlaku  agustus ,8,mala login silahkan kode voucher spe berlaku agustu
dokternya ramah dan ngasih penjelasan sangat baik...,5,Positive,8,dokternya ramah ngasih penjelasan ,4,dokternya ramah ngasih penjelasan
"dari pada kebuang, kuy tukeran voucher 200ribu sama pulsa. berminat dm iku 
ya, @gitahanindita terimakasih",5,Positive,19,kebuang kuy tukeran voucher ribu pulsa berminat dm iku ya  gitahanindita terimakasih,12,kebuang kuy tukeran voucher ribu pulsa berminat dm iku ya gitahanindita terimakasih
"saya punya voucher 200rb ada yg mau barter sm pulsa 50 rb hubngi id 
@wiwikaselole",5,Positive,16,voucher rb barter sm pulsa  rb hubngi id  wiwikaselole,9,voucher rb barter sm pulsa rb hubngi id wiwikaselol
sangat membantu banget,5,Positive,3,membantu,1,membantu
"ada voucher 200rb yang mau barter pulsa hubungi ig: @nggi.s batas voucher 
sampai 31 agustus 2018",5,Positive,18,voucher rb barter pulsa hubungi ig   nggis batas voucher  agustus ,10,voucher rb barter pulsa hubungi ig nggi bata voucher agustu
mantappppppp,5,Positive,1,mantappppppp,1,mantappppppp
saya punya vocer 200rb yg mau tuker pulsa 40rb ini ig sya @nungmg17,5,Positive,14,vocer rb tuker pulsa rb ig sya  nungmg,8,vocer rb tuker pulsa rb ig sya nungmg
mantab.. bisa langsung konsultasi sama dokter spesialis,5,Positive,8,mantab  langsung konsultasi dokter spesialis,5,mantab langsung konsultasi dokter spesiali
"saya punya voucher 200 ribu ada yg mau tukeran/barter sama sesuatu,, cek 
aja ig @naylasintiya234.. terimakasih",5,Positive,20,voucher  ribu tukeranbarter cek aja ig  naylasintiya  terimakasih,8,voucher ribu tukeranbart cek aja ig naylasintiya terimakasih
dijual voc 200rb dengan harga 50k minat dm ig: malikkusuma07,5,Positive,11,dijual voc rb harga k minat dm ig  malikkusuma,9,dijual voc rb harga k minat dm ig malikkusuma
aq ada voucher 200rb tukar pulsa juga bisa minat ig _thrywinarsih97,5,Positive,11,aq voucher rb tukar pulsa minat ig thrywinarsih,8,aq voucher rb tukar pulsa minat ig thrywinarsih
ok,5,Positive,1,ok,1,ok
"saya punya voucher rp.200.000,- untuk aplikasi yesdok. yang berminat boleh 
barter pulsa 50rb. kalau berminat hubungi line @cfransisca. voucher berlaku 
s/d 31 agustus 2018. makasih",5,Positive,31,voucher rp  aplikasi yesdok berminat barter pulsa rb berminat hubungi line  cfransisca voucher berlaku sd  agustus  makasih,17,voucher rp aplikasi yesdok berminat barter pulsa rb berminat hubungi line cfransisca voucher berlaku sd agustu makasih
"saya punya voucher 200k kalo minat dm ig: luthfiananr ganti sama pulsa aja 
:)",5,Positive,16,voucher k kalo minat dm ig  luthfiananr ganti pulsa aja  ,10,voucher k kalo minat dm ig luthfiananr ganti pulsa aja
ad vocer 200rb nih.. ad yg mau tuker sesuatu? hub.ig @fendyanto,5,Positive,14,ad vocer rb  ad tuker  hubig  fendyanto,7,ad vocer rb ad tuker hubig fendyanto
mantap,5,Positive,1,mantap,1,mantap
"saya punya voucher yesdok 200k, yang mau barter uang/ pulsa berapa pun dm 
ya @belaaaaaaa__",5,Positive,17,voucher yesdok k barter uang pulsa dm ya  belaaaaaaa,9,voucher yesdok k barter uang pulsa dm ya belaaaaaaa
"saya punya voucer 200rb bgi yg minat dm ig @nfitrah_ via pulsa 50k berlaku 
sampai 31 agustus",5,Positive,18,voucer rb bgi minat dm ig  nfitrah via pulsa k berlaku  agustus,12,voucer rb bgi minat dm ig nfitrah via pulsa k berlaku agustu
vocher 200rb barter pulsa 50rb,5,Positive,5,vocher rb barter pulsa rb,5,vocher rb barter pulsa rb
"saya punya voucher 200rb expired 31 agustus 2018 tukar dengan uang bagi yg 
minat bs dm saya di ig @aline_petto. thanks",5,Positive,23,voucher rb expired  agustus  tukar uang minat bs dm ig  alinepetto thanks,12,voucher rb expir agustu tukar uang minat bs dm ig alinepetto thank
saya punya voucher 200rb bisa dm ig @nuuuurulfauziah,5,Positive,9,voucher rb dm ig  nuuuurulfauziah,5,voucher rb dm ig nuuuurulfauziah
"saya punya voucher 200k yg minat akan saya berikan secara gratis, dm 
@halonafashion",5,Positive,15,voucher k minat gratis dm  halonafashion,6,voucher k minat grati dm halonafashion
"saya punya voucer yesdok 200k bagi yang minat bisa tukar dengan pulsa, 
minat dm ig @sebutsaja_nisma",5,Positive,18,voucer yesdok k minat tukar pulsa minat dm ig  sebutsajanisma,10,voucer yesdok k minat tukar pulsa minat dm ig sebutsajanisma
saya ada voucher 200rb tuker sama pulsa 100rb minat dm @tifaz26012014,5,Positive,12,voucher rb tuker pulsa rb minat dm  tifaz,8,voucher rb tuker pulsa rb minat dm tifaz
"saya punya voucher 200 rb yang minat akan saya berikan secara gratis wa 
@ariselven",5,Positive,15,voucher  rb minat gratis wa  ariselven,6,voucher rb minat grati wa ariselven
sangat membantu,5,Positive,2,membantu,1,membantu
"saya punya voucher 200rb ,ada yg mau barter dengan pulsa 50rb",3,Neutral,12,voucher rb barter pulsa rb,5,voucher rb barter pulsa rb
saya punya voucher 200k. ada yg minat silahkan dm saya @fiks.id,5,Positive,13,voucher k minat silahkan dm  fiksid,6,voucher k minat silahkan dm fiksid
"saya ada vocher yesdock di shoppe 200k , yang minat boleh la chat dm ya ig 
saya @yeniiandini.",5,Positive,20,vocher yesdock shoppe k minat la chat dm ya ig  yeniiandini,11,vocher yesdock shopp k minat la chat dm ya ig yeniiandini
"saya punya voucher yesdok 200k smpai 31 agustus bagi yang membutuhkan boleh 
barter pulsa 100k minat dm saja @susantii",5,Positive,20,voucher yesdok k smpai  agustus membutuhkan barter pulsa k minat dm  susantii,12,voucher yesdok k smpai agustu membutuhkan barter pulsa k minat dm susantii
"saya mempunyai voucher yes dok 200k bagi yang membutuhkan dm : 
nsrnidyaruwy08",4,Positive,12,voucher yes dok k membutuhkan dm  nsrnidyaruwy,7,voucher ye dok k membutuhkan dm nsrnidyaruwi
"sy punya voucher 200k sampai tgl 14 agustus , bagi yg membutuhkan bisa 
barter pulsa 50k ,cek ig @hakim0_",5,Positive,21,sy voucher k tgl  agustus membutuhkan barter pulsa k cek ig  hakim,12,sy voucher k tgl agustu membutuhkan barter pulsa k cek ig hakim
"sendainya bisa pilih dokter spesialis..(anak/gigi/obgyn/tht/dll) bintang 5 
deh..",3,Neutral,13,sendainya pilih dokter spesialis   anakgigiobgynthtdll  bintang  ,6,sendainya pilih dokter spesiali anakgigiobgynthtdl bintang
"yang minat voucher saldo 200.000 dm aja ig ane @agung_pamungkas97 via pulsa 
seikhlasnya aja hehe",5,Positive,16,minat voucher saldo  dm aja ig ane  agungpamungkas via pulsa seikhlasnya aja hehe,13,minat voucher saldo dm aja ig ane agungpamungka via pulsa seikhlasnya aja hehe
punya vocher 200k bagi yg mau barter pulsa bisa cek ig @faisal_nul,4,Positive,13,vocher k barter pulsa cek ig  faisalnul,7,vocher k barter pulsa cek ig faisalnul
"saya punya voucjer sebesar 200k klo mau bater dm aj di ig 
okta_sakti_aji_saputra",5,Positive,13,voucjer k klo bater dm aj ig oktasaktiajisaputra,8,voucjer k klo bater dm aj ig oktasaktiajisaputra
"sy punya voucher 200k sampai tgl 31 agustus 2018..bagi yg membutuhkan boleh 
barter sama pulsa 50k..dm @m.subastian.mj",5,Positive,22,sy voucher k tgl  agustus   membutuhkan barter pulsa k  dm  msubastianmj,11,sy voucher k tgl agustu membutuhkan barter pulsa k dm msubastianmj
"saya mao tanya dapat saldo 200rb konsultasi dirmh sakit bisa dan pakai 
voucernya terima kasih",4,Positive,15,mao saldo rb konsultasi dirmh sakit pakai voucernya terima kasih,10,mao saldo rb konsultasi dirmh sakit pakai voucernya terima kasih
"saya punya voucher 200rb, yang mau tukar silahkan, berlaku s. d14hari 
kedepan",4,Positive,14,voucher rb tukar silahkan berlaku s dhari kedepan,8,voucher rb tukar silahkan berlaku s dhari kedepan
"yang mai voucher 200k bs dm @harii_omotu, berlaku sampai 31 agustus",3,Neutral,13,mai voucher k bs dm  hariiomotu berlaku  agustus,8,mai voucher k bs dm hariiomotu berlaku agustu
"yang minat voucher yesdok 200k boleh dm ig @yudassp murah aja gan. mantap 
kok yesdok ramah"" pelayanan.",4,Positive,21,minat voucher yesdok k dm ig  yudassp murah aja gan mantap yesdok ramah  pelayanan,14,minat voucher yesdok k dm ig yudassp murah aja gan mantap yesdok ramah pelayanan
"saya agak lega karena jadi tahu apa yg harus di lakukan kedepan nya..saran 
dari dr.devi sari wulan sangat membantu buat saya..terimakasih banyak",5,Positive,26,lega lakukan kedepan nya  saran drdevi sari wulan membantu  terimakasih,10,lega lakukan kedepan nya saran drdevi sari wulan membantu terimakasih
"dokternya ramah . sangat efektif daripada kita harus ke dokter mlm2 gini . 
suka banget sama app ini . sangat membantu . dan satu lagi ini murah banget",5,Positive,28,dokternya ramah efektif dokter mlm gini suka app membantu murah,10,dokternya ramah efektif dokter mlm gini suka app membantu murah
mantap,4,Positive,1,mantap,1,mantap
"sya punya voucher yesdok 200rb sampai 31 agst 2018, yang minat silahkan 
line: @deryseven,",4,Positive,18,sya voucher yesdok rb  agst  minat silahkan line   deryseven,9,sya voucher yesdok rb agst minat silahkan line deryseven
kurang di suara masih kurang jelas.. di tingkatkn lg,4,Positive,10,suara  tingkatkn lg,3,suara tingkatkn lg
"saya punya voucher yesdok 200k berlaku sampai 31agustus 2018 bisa di barter 
yg minat bisa dm : elseassyavira",5,Positive,18,voucher yesdok k berlaku agustus  barter minat dm  elseassyavira,9,voucher yesdok k berlaku agustu barter minat dm elseassyavira
saya punya voucher 200rb dan 100rb minat dm yaa @gebitaher,4,Positive,11,voucher rb rb minat dm yaa  gebitaher,7,voucher rb rb minat dm yaa gebitah
yang minat voucher yesdok 200k jadi 50k saja dm ig @mlsndre_,5,Positive,12,minat voucher yesdok k k dm ig  mlsndre,8,minat voucher yesdok k k dm ig mlsndre
saya punya voucher 200k.yg mau tukar uang atau pls dm @ine_widya26,5,Positive,12,voucher kyg tukar uang pls dm  inewidya,7,voucher kyg tukar uang pl dm inewidya
sedekah voucher 200k kode : spe230,5,Positive,6,sedekah voucher k kode  spe,5,sedekah voucher k kode spe
"saya punya voucher yes dok senilai 200 rb. jika berminat bisa barter atau 
kirim 150rb saja. dm ig : @fitrahsr",4,Positive,23,voucher yes dok senilai  rb berminat barter kirim rb dm ig   fitrahsr,12,voucher ye dok senilai rb berminat barter kirim rb dm ig fitrahsr
"saya punya voucher yesdok senilai 400 rb, jika berminat bisa d barter pls, 
please dm via ig @animandasari",4,Positive,21,voucher yesdok senilai  rb berminat d barter pls please dm via ig  animandasari,13,voucher yesdok senilai rb berminat d barter pl pleas dm via ig animandasari
sangat membantu banget aplikasi ini,5,Positive,5,membantu aplikasi,2,membantu aplikasi
"saya punya saldo 200 rb yang mau bisa saya kirim dan barter, dm aja ke 
@devinamvi16",4,Positive,18,saldo  rb kirim barter dm aja  devinamvi,7,saldo rb kirim barter dm aja devinamvi
"dokternya ramah sekali, dan sangat membantu",5,Positive,7,dokternya ramah membantu,3,dokternya ramah membantu
"saya punya voucher yesdok 2 totalnya 400 rb 200 rb 200 rb yang mau bisa 
barter dengan pulsa dm ke @ravii_hh",4,Positive,22,voucher yesdok  totalnya  rb  rb  rb barter pulsa dm  raviihh,10,voucher yesdok totalnya rb rb rb barter pulsa dm raviihh
apakah ad doker hewan ny kah...!??,4,Positive,10,ad doker hewan ny kah    ,5,ad doker hewan ny kah
"barangkali ada yang bermiinat saya dapet vcr 200k..tuker sama pulsa aja 
10k.. dm ig @listyganiar39",5,Positive,19,barangkali bermiinat dapet vcr k  tuker pulsa aja k  dm ig  listyganiar,12,barangkali bermiinat dapet vcr k tuker pulsa aja k dm ig listyganiar
sangat membantu,5,Positive,2,membantu,1,membantu
"saya punya voucher 200k, batas voucher sampai 31 juli 2018 dan berlaku 14 
hari ke depan. bagi yg berminat bisa dm ig saya popo_kemala..makasih",5,Positive,28,voucher k batas voucher  juli  berlaku  berminat dm ig popokemala  makasih,11,voucher k bata voucher juli berlaku berminat dm ig popokemala makasih
