content;score;sentiment_rating;wordCount;tweet_without_stopwords;wordCount_after_stopwords
"yok fast belom saya pake vocer 200rebu siapa cepat dia dapat spe210 bagi 
pemakai wajib like";5;Positive;16;"yok fast belom saya pake vocer 200rebu siapa cepat dia dapat spe210 bagi 
pemakai wajib like";16
bermanfaat .dikala males pergi keluar untuk konsultasi;5;Positive;7;bermanfaat .dikala males pergi keluar untuk konsultasi;7
aplikasi bagus !;5;Positive;3;aplikasi bagus !;3
sangat membantu..;5;Positive;2;sangat membantu..;2
aplikasi kereeenn...;5;Positive;2;aplikasi kereeenn...;2
lumayan membantu;4;Positive;2;lumayan membantu;2
udh daftar tp kode verifikasinha g dikirim..;1;Negative;7;udh daftar tp kode verifikasinha g dikirim..;7
dokter ramah;5;Positive;2;dokter ramah;2
sangat membantu. dapat voucher pula dari shopee. jadi lumayan gratis 200rb;5;Positive;11;sangat membantu. dapat voucher pula dari shopee. jadi lumayan gratis 200rb;11
voucer dari shopee saya kok belum masuk min???;4;Positive;8;voucer dari shopee saya kok belum masuk min???;8
sangat bermanfaat;5;Positive;2;sangat bermanfaat;2
sangat membantu;5;Positive;2;sangat membantu;2
baru mncoba klu bagus q tmbhin lg bintang y..;4;Positive;9;baru mncoba klu bagus q tmbhin lg bintang y..;9
dokter sangat membantu dan bersahabat;5;Positive;5;dokter sangat membantu dan bersahabat;5
dokternya sangat baik & ramah;5;Positive;5;dokternya sangat baik & ramah;5
saya coba..mudah2an aja bisa membantu kesehatan seluruh keluarga;5;Positive;8;saya coba..mudah2an aja bisa membantu kesehatan seluruh keluarga;8
apakah bisa mengobati hewan (kucing) juga?;4;Positive;6;apakah bisa mengobati hewan (kucing) juga?;6
"dokter sangat bersahabat dan membantu saya mengatasi kecemasan saya 
terhadap anak saya❤";5;Positive;12;"dokter sangat bersahabat dan membantu saya mengatasi kecemasan saya 
terhadap anak saya❤";12
mantaaaap;5;Positive;1;mantaaaap;1
sangat enak;3;Neutral;2;sangat enak;2
"sangat membantu,,priksa ke dokter cukup tlpon ,gak prlu keluar rumah, dan 
diberi resep. dokter sangat bersahabat.terima kasih yesdok";5;Positive;18;"sangat membantu,,priksa ke dokter cukup tlpon ,gak prlu keluar rumah, dan 
diberi resep. dokter sangat bersahabat.terima kasih yesdok";18
cara menyalakan flash kamera bagaimana? saat video call...;5;Positive;8;cara menyalakan flash kamera bagaimana? saat video call...;8
dokter muda yg ramah..sabar.. and sangat membantu ..terimakasih;5;Positive;8;dokter muda yg ramah..sabar.. and sangat membantu ..terimakasih;8
terimaksih.. dokter bersahabat dan membantu... maksi;5;Positive;6;terimaksih.. dokter bersahabat dan membantu... maksi;6
sangat membantu banget...;5;Positive;3;sangat membantu banget...;3
dokter sangat bersahabat & membantu. terima kasih. sukses untuk yesdok.;5;Positive;10;dokter sangat bersahabat & membantu. terima kasih. sukses untuk yesdok.;10
alhamdulillah. memudahkan;5;Positive;2;alhamdulillah. memudahkan;2
cara dpt vo shopee gmb min;5;Positive;6;cara dpt vo shopee gmb min;6
"terimakasih yesdok benar"" sangat membantu 👍 makasih juga untuk shopee 
voucher nya berguna banget,akhirnya bisa tau ada aplikasih yesdok";5;Positive;19;"terimakasih yesdok benar"" sangat membantu 👍 makasih juga untuk shopee 
voucher nya berguna banget,akhirnya bisa tau ada aplikasih yesdok";19
ngebantu banget;5;Positive;2;ngebantu banget;2
"lumayan membuat aku sedikit punya dokter spesialis, keren... kalau bisa 
gratis dong";5;Positive;12;"lumayan membuat aku sedikit punya dokter spesialis, keren... kalau bisa 
gratis dong";12
sangat membantu☺;5;Positive;2;sangat membantu☺;2
dokter cinta;5;Positive;2;dokter cinta;2
"jelas sekali, alhamdulillah bgt... makasih juga sama shopee voucher nya dan 
tau aplikasi ini jg dari shopee hehe";5;Positive;18;"jelas sekali, alhamdulillah bgt... makasih juga sama shopee voucher nya dan 
tau aplikasi ini jg dari shopee hehe";18
sangat membantu 💚;5;Positive;3;sangat membantu 💚;3
mantap;5;Positive;1;mantap;1
maaf mau tanya apa voucher bisa di uangkan ?;5;Positive;9;maaf mau tanya apa voucher bisa di uangkan ?;9
sangat mempermudah dlm keadaan mendadak sakit;5;Positive;6;sangat mempermudah dlm keadaan mendadak sakit;6
sangat membatu☺☺☺☺suka bangat aplikasi ini😍😍😍;5;Positive;5;sangat membatu☺☺☺☺suka bangat aplikasi ini😍😍😍;5
agak sedikit ngebantu disaat susah si;4;Positive;6;agak sedikit ngebantu disaat susah si;6
"bagus sekali. dokter nya sangat ramah, dan penyampaian nya sangat oke. tapi 
sayank nya sewaktu di menit ketiga, sambungan telp nya terputus, jadi harus 
mulai ulang lagi, dan uang nya hangus :(";5;Positive;32;"bagus sekali. dokter nya sangat ramah, dan penyampaian nya sangat oke. tapi 
sayank nya sewaktu di menit ketiga, sambungan telp nya terputus, jadi harus 
mulai ulang lagi, dan uang nya hangus :(";32
"kan saya daftar,terus salah ketik nomor buat verifikasi. gak bisa ubah 
nomor. jd gt terus. udah uninstall terus download lagi tetep aja gt. elah";1;Negative;24;"kan saya daftar,terus salah ketik nomor buat verifikasi. gak bisa ubah 
nomor. jd gt terus. udah uninstall terus download lagi tetep aja gt. elah";24
sangat membantu;5;Positive;2;sangat membantu;2
😇;5;Positive;1;😇;1
"parah.. 1x di pake sudah gk bisa jln ni apk. mentok di logo.. mana saldoku 
150rb lagi... sudah depo 300rb";1;Negative;20;"parah.. 1x di pake sudah gk bisa jln ni apk. mentok di logo.. mana saldoku 
150rb lagi... sudah depo 300rb";20
mentok di logo nya aja gimna dpt voucher nya niii;1;Negative;10;mentok di logo nya aja gimna dpt voucher nya niii;10
suka;4;Positive;1;suka;1
liat dulu dehh hasilnya.. nnti ditambah lagi bintangnyaa..;3;Neutral;8;liat dulu dehh hasilnya.. nnti ditambah lagi bintangnyaa..;8
voucer dri shopee ga bisa kepake? gimana?;3;Neutral;7;voucer dri shopee ga bisa kepake? gimana?;7
belum tau cara pakenya;3;Neutral;4;belum tau cara pakenya;4
kok gak tersambung yaa;5;Positive;4;kok gak tersambung yaa;4
kode vhoucer dri sohopee gak bisa di pakek,,, mohon bantuany ya;3;Neutral;11;kode vhoucer dri sohopee gak bisa di pakek,,, mohon bantuany ya;11
vouche dari shopee tpi gk bisa di pake. caranya gmna y.;3;Neutral;11;vouche dari shopee tpi gk bisa di pake. caranya gmna y.;11
"pas udah diupdate ko ga bs masuk ya? ttp d halaman depan, ga bs ngapa2in.. 
hadeuh";3;Neutral;16;"pas udah diupdate ko ga bs masuk ya? ttp d halaman depan, ga bs ngapa2in.. 
hadeuh";16
"barusan udah konsultasi sama dr.agustinus pake video call, bener-bener 
sangat ngebantu , dokternya sabar buat ngejelasin dan sedetail itu . 
makasih banyak yesdok, sukses trus . dan makasih juga buat shopee udh kasih 
voucher 200k hehehe";5;Positive;36;"barusan udah konsultasi sama dr.agustinus pake video call, bener-bener 
sangat ngebantu , dokternya sabar buat ngejelasin dan sedetail itu . 
makasih banyak yesdok, sukses trus . dan makasih juga buat shopee udh kasih 
voucher 200k hehehe";36
"gimana caranya masukin kode vocher shopee 200 rb.. rugi ngabisin paketan 
ajah";3;Neutral;12;"gimana caranya masukin kode vocher shopee 200 rb.. rugi ngabisin paketan 
ajah";12
"sukak banget sm apk ini .sangat membantu sekali. dokternya bersahabat . 
jelasinya detail dan dikasih solusi bagaimana cara mengatasinya . thanks 
yesdok😍";4;Positive;22;"sukak banget sm apk ini .sangat membantu sekali. dokternya bersahabat . 
jelasinya detail dan dikasih solusi bagaimana cara mengatasinya . thanks 
yesdok😍";22
kok kode voucherku gak bisa dipake ya;3;Neutral;7;kok kode voucherku gak bisa dipake ya;7
nih aplikasi ribet bner! utk tuker vocer aja memusingkan.. gk bisa;1;Negative;11;nih aplikasi ribet bner! utk tuker vocer aja memusingkan.. gk bisa;11
ini gimana cara buat nuker voucher shopee?tolong dibantu.;1;Negative;8;ini gimana cara buat nuker voucher shopee?tolong dibantu.;8
sangat membantu sekali;5;Positive;3;sangat membantu sekali;3
ok terima kasih yesdok;5;Positive;4;ok terima kasih yesdok;4
sya lom ada kode undangan dri shopee. maaf info ga..gmn;2;Negative;10;sya lom ada kode undangan dri shopee. maaf info ga..gmn;10
"sangat membantu, cuma berbayar😂 coba aj kalo gratis akan sangat 
membantu:)🙏";5;Positive;11;"sangat membantu, cuma berbayar😂 coba aj kalo gratis akan sangat 
membantu:)🙏";11
"gua salah masukin nomor telpon. mau diubah gak bisa. mana punya voucher 
shopee 200k kan lumayan. unistal aja lah kesel";2;Negative;20;"gua salah masukin nomor telpon. mau diubah gak bisa. mana punya voucher 
shopee 200k kan lumayan. unistal aja lah kesel";20
"gimana cara redeem voucher shopee? sya tdk bsa klaim. sya sudah masuk ke 
menu pembayaran dan redeem voucher tp gabisa. katanya kode gak sah";3;Neutral;24;"gimana cara redeem voucher shopee? sya tdk bsa klaim. sya sudah masuk ke 
menu pembayaran dan redeem voucher tp gabisa. katanya kode gak sah";24
"dapet voucher 200k. berapa menit cobaa udah dividcall. dikira boongan. 
makasihh sangat membantu";5;Positive;13;"dapet voucher 200k. berapa menit cobaa udah dividcall. dikira boongan. 
makasihh sangat membantu";13
"nyari reedeem vouchernya dimana? buat nukerin voucher 200ribu. tolong 
jelasin belum paham 😥";3;Neutral;13;"nyari reedeem vouchernya dimana? buat nukerin voucher 200ribu. tolong 
jelasin belum paham 😥";13
gak bisa dibuka aplikasi nya tulisan aja yesdok 24 jam;1;Negative;10;gak bisa dibuka aplikasi nya tulisan aja yesdok 24 jam;10
"mungkin dokternya kecapekan ya, sampe bicaranya ngantuk"" dan sampe 
ketiduran. belom jelas penjelasannya cuma bicara dijaga kebersihannya, 
kemudian ngantuk dan akhirnya tertidur. jadi aku yg nemenin dokternya 
tidur. gpp lah amal 50.000 thankyou :)";1;Negative;34;"mungkin dokternya kecapekan ya, sampe bicaranya ngantuk"" dan sampe 
ketiduran. belom jelas penjelasannya cuma bicara dijaga kebersihannya, 
kemudian ngantuk dan akhirnya tertidur. jadi aku yg nemenin dokternya 
tidur. gpp lah amal 50.000 thankyou :)";34
"saya mau menyimpan videonya, bagaimana caranya ya? sudah tekan ya pada 
kolom simpan video namun tak ada videonya, bagaimana ini?";5;Positive;20;"saya mau menyimpan videonya, bagaimana caranya ya? sudah tekan ya pada 
kolom simpan video namun tak ada videonya, bagaimana ini?";20
katanya dapat voucher 200rb setelah install app ini. manaaaaa?! heuuhh 😤;1;Negative;11;katanya dapat voucher 200rb setelah install app ini. manaaaaa?! heuuhh 😤;11
kog voucher shopee nya g berlaku;1;Negative;6;kog voucher shopee nya g berlaku;6
gimana cara tuker voucher dari shopee ya... saya bingung;3;Neutral;9;gimana cara tuker voucher dari shopee ya... saya bingung;9
sialhkan masukan kode andid5u,dan dapatkan bonus rp. 25.000;5;Positive;8;sialhkan masukan kode andid5u,dan dapatkan bonus rp. 25.000;8
kok redeem voucher ga bisa sih yang dr shopee?;1;Negative;9;kok redeem voucher ga bisa sih yang dr shopee?;9
"saya suka bergabung dengan aplikasi yesdok... krna bisa langsung 
berkomunikasi dan bertanya pada dokter di sluruh senidonesia";5;Positive;17;"saya suka bergabung dengan aplikasi yesdok... krna bisa langsung 
berkomunikasi dan bertanya pada dokter di sluruh senidonesia";17
"aku pas nukerin 200 koin di shoppe daily price malah dapet voucher 200 rb 
😆😆 ini beneran loh aku gk bohong";5;Positive;21;"aku pas nukerin 200 koin di shoppe daily price malah dapet voucher 200 rb 
😆😆 ini beneran loh aku gk bohong";21
sy mau nanya nih?kn sy dpet voucher dar yesdok apa sy bisa mnukrnya?;4;Positive;13;sy mau nanya nih?kn sy dpet voucher dar yesdok apa sy bisa mnukrnya?;13
ada psikiaternya ga?;4;Positive;3;ada psikiaternya ga?;3
"udah bisa bicara sama dokter soni.n konsul. cm sya gk tw gimana caranya 
simpan video yg sudah direkam saat berlangsungnya videocall nya. mohon 
kejelasannya";4;Positive;24;"udah bisa bicara sama dokter soni.n konsul. cm sya gk tw gimana caranya 
simpan video yg sudah direkam saat berlangsungnya videocall nya. mohon 
kejelasannya";24
kenapa setiap mau hubungi selalu di suruh sambungin camera atau microphone ?;2;Negative;12;kenapa setiap mau hubungi selalu di suruh sambungin camera atau microphone ?;12
kok gk bisa di buka kenapa? tolong bantuannya;3;Neutral;8;kok gk bisa di buka kenapa? tolong bantuannya;8
"kenapa yah saya gak dapat diagnosa dokternya kattanya mau d kirim di via 
email tapi koq nggak ada???";2;Negative;18;"kenapa yah saya gak dapat diagnosa dokternya kattanya mau d kirim di via 
email tapi koq nggak ada???";18
kalau top up bca itu untuk apa y.. bz d tukar uang kah lewat bca??;2;Negative;15;kalau top up bca itu untuk apa y.. bz d tukar uang kah lewat bca??;15
tingkatkan lagi, smg k dpan'a bisa lebih baik lagi;3;Neutral;9;tingkatkan lagi, smg k dpan'a bisa lebih baik lagi;9
"ini gimana ya saya kan udh daftar tapi nomer teleponnya saya lupa gimana 
dong tolong dibantu";3;Neutral;16;"ini gimana ya saya kan udh daftar tapi nomer teleponnya saya lupa gimana 
dong tolong dibantu";16
"belum pernah nyoba sih.. malu sya klo hrus video call tkut dokternya ntar 
cantik.. 😂😂, bintang 5 buat inovasi terbarunya..";5;Positive;20;"belum pernah nyoba sih.. malu sya klo hrus video call tkut dokternya ntar 
cantik.. 😂😂, bintang 5 buat inovasi terbarunya..";20
sukaa...terimakasih yesdok. dokter nya baik dan ramah :) membantu sekali..;5;Positive;10;sukaa...terimakasih yesdok. dokter nya baik dan ramah :) membantu sekali..;10
"maaf saya kn blm lengkap msukin no tlp trs gmn ya cara ngulangnya?? sy kode 
voucher yesdok...trima kah";4;Positive;18;"maaf saya kn blm lengkap msukin no tlp trs gmn ya cara ngulangnya?? sy kode 
voucher yesdok...trima kah";18
sangat membantu di saat sedang sakit;5;Positive;6;sangat membantu di saat sedang sakit;6
gk bisa ngirim otp;1;Negative;4;gk bisa ngirim otp;4
cara masukan kode voucher gimna?;2;Negative;5;cara masukan kode voucher gimna?;5
"ga ngsih resep obatny,mlah sruh dperiksa dl k dokter,klo bkn krna shopee 
mndingan lngsng k dkter sklian dksih obatnya.";2;Negative;19;"ga ngsih resep obatny,mlah sruh dperiksa dl k dokter,klo bkn krna shopee 
mndingan lngsng k dkter sklian dksih obatnya.";19
kode nya tdk ada;1;Negative;4;kode nya tdk ada;4
bagus banget. thanks shopee;5;Positive;4;bagus banget. thanks shopee;4
koneksi gagal.. terus2an;2;Negative;3;koneksi gagal.. terus2an;3
ko ga bisa masuk terus yaa padahal kode verifikasi sudah benar.;3;Neutral;11;ko ga bisa masuk terus yaa padahal kode verifikasi sudah benar.;11
hemm;3;Neutral;1;hemm;1
"kenapa tidak bisa masuk kodenya verifikasinya? padahal udh benar masukan 
kodenya.";3;Neutral;11;"kenapa tidak bisa masuk kodenya verifikasinya? padahal udh benar masukan 
kodenya.";11
"bagus sih tpi ga ada fitur chatnya harus call, kadang enggan buat 
call...coz shopee tau aplikasi ini. tq shopee";3;Neutral;19;"bagus sih tpi ga ada fitur chatnya harus call, kadang enggan buat 
call...coz shopee tau aplikasi ini. tq shopee";19
cara lihat kode undanganya dimana sih;3;Neutral;6;cara lihat kode undanganya dimana sih;6
"dokter yg sangat ramah. membantu banget. konsultasi gak perlu antri. sangat 
sangat sangat suka";5;Positive;14;"dokter yg sangat ramah. membantu banget. konsultasi gak perlu antri. sangat 
sangat sangat suka";14
bgus dokter ny ramah.;5;Positive;4;bgus dokter ny ramah.;4
sangat mudah dan prktiss, thnxyou😘;5;Positive;5;sangat mudah dan prktiss, thnxyou😘;5
"sebenarx aplikasi yesdok ini bagus.. tpi syag.. masa di suruh perbahrui 
lggg..";3;Neutral;12;"sebenarx aplikasi yesdok ini bagus.. tpi syag.. masa di suruh perbahrui 
lggg..";12
"download krn dpt voucher dr shopee. dokternya baik bgt, informatif dan 
sabar 😁. thanks!!";5;Positive;14;"download krn dpt voucher dr shopee. dokternya baik bgt, informatif dan 
sabar 😁. thanks!!";14
"seneng bisa konsul sama dokternya,,, saya punya masalah dengan badan selalu 
berkeringat dan kulit merah pucat tapi jawabnya kok aneh-aneh ya masak saya 
dibilang harus pakai krim wajah pakai topi pakai kacamata dan pakai bedak 
kalau mau kerja...😏😏😝😎🤗🤗";5;Positive;38;"seneng bisa konsul sama dokternya,,, saya punya masalah dengan badan selalu 
berkeringat dan kulit merah pucat tapi jawabnya kok aneh-aneh ya masak saya 
dibilang harus pakai krim wajah pakai topi pakai kacamata dan pakai bedak 
kalau mau kerja...😏😏😝😎🤗🤗";38
aq ksh 3 bintang dlu aj ya...;3;Neutral;7;aq ksh 3 bintang dlu aj ya...;7
cara masukan kode voucer dr shope gmna ?;4;Positive;8;cara masukan kode voucer dr shope gmna ?;8
dokter nya cukup memuaskan 🤗;4;Positive;5;dokter nya cukup memuaskan 🤗;5
knp kode vocher shopee saya gk bisa ditukar???;5;Positive;8;knp kode vocher shopee saya gk bisa ditukar???;8
"hadeh...dpet 200 rb dr shope unk yes dok..ku fkir bs d blanjakin .eh..g 
taunya yes dok tu konsultasi k dokter...ya...biar kan tak ikhlasin 200 
nya....";3;Neutral;25;"hadeh...dpet 200 rb dr shope unk yes dok..ku fkir bs d blanjakin .eh..g 
taunya yes dok tu konsultasi k dokter...ya...biar kan tak ikhlasin 200 
nya....";25
cuma karena voucher shopee. tapi ga kepake juga.;2;Negative;8;cuma karena voucher shopee. tapi ga kepake juga.;8
"nyoba karena shoopee, blm dicoba tp udah ikutan bintangnya sm yg lain, 
setelah dicoba bintangnya jd ini";1;Negative;17;"nyoba karena shoopee, blm dicoba tp udah ikutan bintangnya sm yg lain, 
setelah dicoba bintangnya jd ini";17
"aku baru downlod.. karna shoope.. aku kasih bintang 3 dulu karna blm masuuk 
lebih dlm dari aplikasiini";3;Neutral;17;"aku baru downlod.. karna shoope.. aku kasih bintang 3 dulu karna blm masuuk 
lebih dlm dari aplikasiini";17
karna voucher shopee;3;Neutral;3;karna voucher shopee;3
"aku baru dowload , kasih 3 dulu kalo bagus tambah lagi bintang nya.. fitur 
chat nya dimana ya,ko gak ada..";3;Neutral;20;"aku baru dowload , kasih 3 dulu kalo bagus tambah lagi bintang nya.. fitur 
chat nya dimana ya,ko gak ada..";20
"seharusnya lebih detail lagi ada pilihan kita mau berbicara pada dokter apa 
spesialis apa. download juga dpt dari shopee sih ya 😁";2;Negative;22;"seharusnya lebih detail lagi ada pilihan kita mau berbicara pada dokter apa 
spesialis apa. download juga dpt dari shopee sih ya 😁";22
"krna voucer 200k dri shopee sya download aplksi ini,, tp trnyata tdk 
bisa,,, tdk d optimalkn untuk perangkat saya,, saya pun tak tau ntahlah..";1;Negative;24;"krna voucer 200k dri shopee sya download aplksi ini,, tp trnyata tdk 
bisa,,, tdk d optimalkn untuk perangkat saya,, saya pun tak tau ntahlah..";24
kereen;5;Positive;1;kereen;1
ramah dokternya, saya sukaaaaa❤❤;5;Positive;4;ramah dokternya, saya sukaaaaa❤❤;4
"siapa yg download ini gara"" shopie 😂😅😆, 200k yah lumayan, tapi sayangnya 
masuk keakun yesdoknya, bukan shopienya 😂😂😂, jadi percuma, tabuang"" 
nelpon dokternya dan biacara gaje, jadi ta kasih bintang 2 aja yah 😁😂😅, 
dan 1 lagi cuma nanya doang loh 50k, muahal buanget, mending ke dokter"" 
dikampung dapet obat lagi";2;Negative;51;"siapa yg download ini gara"" shopie 😂😅😆, 200k yah lumayan, tapi sayangnya 
masuk keakun yesdoknya, bukan shopienya 😂😂😂, jadi percuma, tabuang"" 
nelpon dokternya dan biacara gaje, jadi ta kasih bintang 2 aja yah 😁😂😅, 
dan 1 lagi cuma nanya doang loh 50k, muahal buanget, mending ke dokter"" 
dikampung dapet obat lagi";51
